conflict,trial,strategy,M,causal_density,tau_causal,tau_contested,tauhat,info_retention
low,42004,crdt_lww,24,0.35507246376811596,8,459,0.2013799051315222,0.7986200948684778
low,42004,leader,24,0.35507246376811596,0,189,0.0815006468305304,0.9184993531694696
low,42004,ranked_pairs,24,0.35507246376811596,0,353,0.15222078482104356,0.8477792151789565
low,42005,lww,24,0.3695652173913043,61,491,0.23979148566463945,0.7602085143353605
low,42005,vc,24,0.3695652173913043,0,600,0.26064291920069504,0.739357080799305
low,42005,crdt_pure,24,0.3695652173913043,0,419,0.18201563857515204,0.817984361424848
low,42005,crdt_lww,24,0.3695652173913043,61,491,0.23979148566463945,0.7602085143353605
low,42005,leader,24,0.3695652173913043,24,238,0.11381407471763684,0.8861859252823632
low,42005,ranked_pairs,24,0.3695652173913043,0,345,0.14986967854039965,0.8501303214596003
low,42006,lww,24,0.4855072463768116,47,366,0.18470483005366725,0.8152951699463328
low,42006,vc,24,0.4855072463768116,0,365,0.16323792486583183,0.8367620751341682
low,42006,crdt_pure,24,0.4855072463768116,0,315,0.14087656529516995,0.85912343470483
low,42006,crdt_lww,24,0.4855072463768116,47,366,0.18470483005366725,0.8152951699463328
low,42006,leader,24,0.4855072463768116,14,235,0.11135957066189624,0.8886404293381037
low,42006,ranked_pairs,24,0.4855072463768116,0,281,0.12567084078711985,0.8743291592128801
low,42007,lww,24,0.32608695652173914,73,745,0.3561166739225076,0.6438833260774923
low,42007,vc,24,0.32608695652173914,0,513,0.22333478450152372,0.7766652154984763
low,42007,crdt_pure,24,0.32608695652173914,0,450,0.195907705703091,0.804092294296909
low,42007,crdt_lww,24,0.32608695652173914,73,745,0.3561166739225076,0.6438833260774923
low,42007,leader,24,0.32608695652173914,0,359,0.1562908141053548,0.8437091858946452
low,42007,ranked_pairs,24,0.32608695652173914,0,395,0.1719634305616021,0.8280365694383979
low,42008,lww,24,0.36594202898550726,94,541,0.2895576835385317,0.7104423164614684
low,42008,vc,24,0.36594202898550726,0,567,0.2585499316005472,0.7414500683994528
low,42008,crdt_pure,24,0.36594202898550726,0,397,0.18103055175558597,0.8189694482444141
low,42008,crdt_lww,24,0.36594202898550726,94,541,0.2895576835385317,0.7104423164614684
low,42008,leader,24,0.36594202898550726,0,141,0.06429548563611491,0.9357045143638851
low,42008,ranked_pairs,24,0.36594202898550726,0,318,0.14500683994528044,0.8549931600547196
low,42009,lww,24,0.32608695652173914,85,733,0.34384195039932747,0.6561580496006725
low,42009,vc,24,0.32608695652173914,0,700,0.2942412778478352,0.7057587221521648
low,42009,crdt_pure,24,0.32608695652173914,0,494,0.20765027322404372,0.7923497267759563
low,42009,crdt_lww,24,0.32608695652173914,85,733,0.34384195039932747,0.6561580496006725
low,42009,leader,24,0.32608695652173914,0,264,0.11097099621689786,0.8890290037831021
low,42009,ranked_pairs,24,0.32608695652173914,0,393,0.16519546027742749,0.8348045397225725
low,42010,lww,24,0.4311594202898551,39,666,0.3155774395702775,0.6844225604297225
low,42010,vc,24,0.4311594202898551,0,397,0.17770814682184422,0.8222918531781558
low,42010,crdt_pure,24,0.4311594202898551,0,526,0.23545210384959714,0.7645478961504029
low,42010,crdt_lww,24,0.4311594202898551,39,666,0.3155774395702775,0.6844225604297225
low,42010,leader,24,0.4311594202898551,17,336,0.15801253357206804,0.841987466427932
low,42010,ranked_pairs,24,0.4311594202898551,0,356,0.1593554162936437,0.8406445837063563
low,42011,lww,24,0.3333333333333333,60,700,0.3345070422535211,0.6654929577464789
low,42011,vc,24,0.3333333333333333,0,516,0.22711267605633803,0.772887323943662
low,42011,crdt_pure,24,0.3333333333333333,0,506,0.2227112676056338,0.7772887323943662
low,42011,crdt_lww,24,0.3333333333333333,60,700,0.3345070422535211,0.6654929577464789
low,42011,leader,24,0.3333333333333333,0,372,0.1637323943661972,0.8362676056338028
low,42011,ranked_pairs,24,0.3333333333333333,0,388,0.17077464788732394,0.829225352112676
low,42012,lww,24,0.35507246376811596,62,562,0.2618548048678137,0.7381451951321862
low,42012,vc,24,0.35507246376811596,0,587,0.2463281577843055,0.7536718422156945
low,42012,crdt_pure,24,0.35507246376811596,0,495,0.20772135963071758,0.7922786403692824
low,42012,crdt_lww,24,0.35507246376811596,62,562,0.2618548048678137,0.7381451951321862
low,42012,leader,24,0.35507246376811596,0,218,0.09148132605958875,0.9085186739404112
low,42012,ranked_pairs,24,0.35507246376811596,0,455,0.19093579521611415,0.8090642047838859
low,42013,lww,24,0.34057971014492755,32,516,0.25763986835919134,0.7423601316408086
low,42013,vc,24,0.34057971014492755,0,545,0.2562294311236483,0.7437705688763516
low,42013,crdt_pure,24,0.34057971014492755,0,458,0.2153267512929008,0.7846732487070992
low,42013,crdt_lww,24,0.34057971014492755,32,516,0.25763986835919134,0.7423601316408086
low,42013,leader,24,0.34057971014492755,14,199,0.1001410437235543,0.8998589562764457
low,42013,ranked_pairs,24,0.34057971014492755,0,371,0.17442407146215327,0.8255759285378468
low,42014,lww,24,0.322463768115942,34,523,0.24462011418533158,0.7553798858146684
low,42014,vc,24,0.322463768115942,0,608,0.26701800614844096,0.732981993851559
low,42014,crdt_pure,24,0.322463768115942,0,413,0.181379007465964,0.818620992534036
low,42014,crdt_lww,24,0.322463768115942,34,523,0.24462011418533158,0.7553798858146684
low,42014,leader,24,0.322463768115942,24,303,0.14361001317523056,0.8563899868247694
low,42014,ranked_pairs,24,0.322463768115942,0,377,0.16556873078612208,0.8344312692138779
high,42000,lww,24,0.11594202898550725,19,573,0.24957841483979765,0.7504215851602023
high,42000,vc,24,0.11594202898550725,0,817,0.34443507588532885,0.6555649241146712
high,42000,crdt_pure,24,0.11594202898550725,0,587,0.24747048903878582,0.7525295109612142
high,42000,crdt_lww,24,0.11594202898550725,19,573,0.24957841483979765,0.7504215851602023
high,42000,leader,24,0.11594202898550725,9,143,0.06408094435075885,0.9359190556492412
high,42000,ranked_pairs,24,0.11594202898550725,0,437,0.1842327150084317,0.8157672849915683
high,42001,lww,24,0.07971014492753623,22,950,0.41627408993576015,0.5837259100642398
high,42001,vc,24,0.07971014492753623,0,1042,0.4462526766595289,0.553747323340471
high,42001,crdt_pure,24,0.07971014492753623,0,694,0.2972162740899358,0.7027837259100642
high,42001,crdt_lww,24,0.07971014492753623,22,950,0.41627408993576015,0.5837259100642398
high,42001,leader,24,0.07971014492753623,7,291,0.12762312633832976,0.8723768736616703
high,42001,ranked_pairs,24,0.07971014492753623,0,607,0.2599571734475375,0.7400428265524626
high,42002,lww,24,0.11594202898550725,8,669,0.28137988362427263,0.7186201163757273
high,42002,vc,24,0.11594202898550725,0,847,0.35203657522859516,0.6479634247714048
high,42002,crdt_pure,24,0.11594202898550725,0,573,0.23815461346633415,0.7618453865336658
high,42002,crdt_lww,24,0.11594202898550725,8,669,0.28137988362427263,0.7186201163757273
high,42002,leader,24,0.11594202898550725,0,75,0.03117206982543641,0.9688279301745636
high,42002,ranked_pairs,24,0.11594202898550725,0,497,0.20656691604322527,0.7934330839567747
high,42003,lww,24,0.07246376811594203,6,600,0.3034551827741612,0.6965448172258388
high,42003,vc,24,0.07246376811594203,0,815,0.40811216825237856,0.5918878317476215
high,42003,crdt_pure,24,0.07246376811594203,0,534,0.2674011016524787,0.7325988983475213
high,42003,crdt_lww,24,0.07246376811594203,6,600,0.3034551827741612,0.6965448172258388
high,42003,leader,24,0.07246376811594203,0,158,0.07911867801702553,0.9208813219829745
high,42003,ranked_pairs,24,0.07246376811594203,0,418,0.20931397095643464,0.7906860290435653
high,42004,lww,24,0.09057971014492754,7,575,0.24797613975287602,0.752023860247124
high,42004,vc,24,0.09057971014492754,0,689,0.29356625479335324,0.7064337452066467
high,42004,crdt_pure,24,0.09057971014492754,0,571,0.24328930549637837,0.7567106945036216
high,42004,crdt_lww,24,0.09057971014492754,7,575,0.24797613975287602,0.752023860247124
high,42004,leader,24,0.09057971014492754,0,65,0.027694929697486152,0.9723050703025139
high,42004,ranked_pairs,24,0.09057971014492754,0,482,0.20536855560289732,0.7946314443971026
high,42005,lww,24,0.12318840579710146,26,641,0.289748045178106,0.710251954821894
high,42005,vc,24,0.12318840579710146,0,954,0.4144222415291051,0.5855777584708949
high,42005,crdt_pure,24,0.12318840579710146,0,564,0.24500434404865334,0.7549956559513467
high,42005,crdt_lww,24,0.12318840579710146,26,641,0.289748045178106,0.710251954821894
high,42005,leader,24,0.12318840579710146,9,108,0.05082536924413553,0.9491746307558645
high,42005,ranked_pairs,24,0.12318840579710146,0,513,0.22284969591659426,0.7771503040834058
high,42006,lww,24,0.10144927536231885,0,561,0.24583698510078877,0.7541630148992112
high,42006,vc,24,0.10144927536231885,0,852,0.3733567046450482,0.6266432953549518
high,42006,crdt_pure,24,0.10144927536231885,0,527,0.23093777388255915,0.7690622261174409
high,42006,crdt_lww,24,0.10144927536231885,0,561,0.24583698510078877,0.7541630148992112
high,42006,leader,24,0.10144927536231885,0,116,0.05083260297984225,0.9491673970201577
high,42006,ranked_pairs,24,0.10144927536231885,0,452,0.19807186678352323,0.8019281332164767
high,42007,lww,24,0.12318840579710146,46,873,0.41136974037600715,0.5886302596239928
high,42007,vc,24,0.12318840579710146,0,791,0.3540734109221128,0.6459265890778871
high,42007,crdt_pure,24,0.12318840579710146,0,670,0.2999104744852283,0.7000895255147717
high,42007,crdt_lww,24,0.12318840579710146,46,873,0.41136974037600715,0.5886302596239928
high,42007,leader,24,0.12318840579710146,7,80,0.03894359892569382,0.9610564010743061
high,42007,ranked_pairs,24,0.12318840579710146,0,530,0.23724261414503134,0.7627573858549687
high,42008,lww,24,0.10144927536231885,0,769,0.3171134020618557,0.6828865979381443
high,42008,vc,24,0.10144927536231885,0,877,0.3616494845360825,0.6383505154639175
high,42008,crdt_pure,24,0.10144927536231885,0,688,0.28371134020618555,0.7162886597938145
high,42008,crdt_lww,24,0.10144927536231885,0,769,0.3171134020618557,0.6828865979381443
high,42008,leader,24,0.10144927536231885,0,18,0.007422680412371134,0.9925773195876288
high,42008,ranked_pairs,24,0.10144927536231885,0,617,0.25443298969072164,0.7455670103092784
high,42009,lww,24,0.11231884057971014,10,741,0.318490245971162,0.681509754028838
high,42009,vc,24,0.11231884057971014,0,820,0.3477523324851569,0.6522476675148431
high,42009,crdt_pure,24,0.11231884057971014,0,660,0.27989821882951654,0.7201017811704835
high,42009,crdt_lww,24,0.11231884057971014,10,741,0.318490245971162,0.681509754028838
high,42009,leader,24,0.11231884057971014,0,42,0.017811704834605598,0.9821882951653944
high,42009,ranked_pairs,24,0.11231884057971014,0,556,0.2357930449533503,0.7642069550466497
high,42010,lww,24,0.07608695652173914,28,795,0.34887664264518864,0.6511233573548114
high,42010,vc,24,0.07608695652173914,0,836,0.354387452310301,0.645612547689699
high,42010,crdt_pure,24,0.07608695652173914,0,654,0.2772361169987283,0.7227638830012717
high,42010,crdt_lww,24,0.07608695652173914,28,795,0.34887664264518864,0.6511233573548114
high,42010,leader,24,0.07608695652173914,0,221,0.09368376430690971,0.9063162356930903
high,42010,ranked_pairs,24,0.07608695652173914,0,513,0.2174650275540483,0.7825349724459517
high,42011,lww,24,0.08695652173913043,9,756,0.32945736434108525,0.6705426356589148
high,42011,vc,24,0.08695652173913043,0,896,0.3858742463393626,0.6141257536606374
high,42011,crdt_pure,24,0.08695652173913043,0,742,0.3195521102497847,0.6804478897502153
high,42011,crdt_lww,24,0.08695652173913043,9,756,0.32945736434108525,0.6705426356589148
high,42011,leader,24,0.08695652173913043,0,125,0.053832902670111975,0.946167097329888
high,42011,ranked_pairs,24,0.08695652173913043,0,602,0.25925925925925924,0.7407407407407407
high,42012,lww,24,0.08333333333333333,0,725,0.31882145998240985,0.6811785400175902
high,42012,vc,24,0.08333333333333333,0,777,0.341688654353562,0.658311345646438
high,42012,crdt_pure,24,0.08333333333333333,0,692,0.3043095866314864,0.6956904133685136
high,42012,crdt_lww,24,0.08333333333333333,0,725,0.31882145998240985,0.6811785400175902
high,42012,leader,24,0.08333333333333333,9,85,0.04133685136323659,0.9586631486367634
high,42012,ranked_pairs,24,0.08333333333333333,0,563,0.24758135444151275,0.7524186455584873
high,42013,lww,24,0.09420289855072464,26,716,0.33258628417749886,0.6674137158225011
high,42013,vc,24,0.09420289855072464,0,640,0.2868668758404303,0.7131331241595698
high,42013,crdt_pure,24,0.09420289855072464,0,598,0.26804123711340205,0.731958762886598
high,42013,crdt_lww,24,0.09420289855072464,26,716,0.33258628417749886,0.6674137158225011
high,42013,leader,24,0.09420289855072464,0,49,0.021963245181532944,0.9780367548184671
high,42013,ranked_pairs,24,0.09420289855072464,0,491,0.22008068130883013,0.7799193186911699
high,42014,lww,24,0.11956521739130435,36,730,0.31600660066006603,0.683993399339934
high,42014,vc,24,0.11956521739130435,0,825,0.34034653465346537,0.6596534653465347
high,42014,crdt_pure,24,0.11956521739130435,0,654,0.2698019801980198,0.7301980198019802
high,42014,crdt_lww,24,0.11956521739130435,36,730,0.31600660066006603,0.683993399339934
high,42014,leader,24,0.11956521739130435,0,213,0.08787128712871287,0.9121287128712872
high,42014,ranked_pairs,24,0.11956521739130435,0,560,0.23102310231023102,0.768976897689769
