M,trial,tau_total_ms,rp_ms,lww_ms,vc_ms,merge_thr_ops_s,rp_tau
15,0,13.006700000005367,1.3932000001659617,0.05089999967822223,0.11229999972783844,10766.580532739852,139
15,1,9.701500000119267,0.9318000002167537,0.04219999982524314,0.08720000005268957,16097.875076744718,168
15,2,10.040099999969243,0.8832000003167195,0.046299999667098746,0.08419999994657701,16983.695646083484,176
15,3,9.359399999993911,0.9133000003203051,0.0328000000990869,0.06769999981770525,16423.957072965426,229
15,4,9.83589999987089,0.9565000000293367,0.03500000002532033,0.07379999988188501,15682.17459439617,193
15,5,9.94910000008531,0.9441000001970679,0.035799999750452116,0.09019999970405479,15888.147438691829,213
15,6,10.011900000336027,0.9614000000510714,0.03929999957108521,0.07920000007288763,15602.246722699367,268
15,7,9.680699999989884,0.8840000000418513,0.04850000004807953,0.08209999987229821,16968.32579105187,162
15,8,9.527300000172545,0.9079999999812571,0.03390000028957729,0.08539999998902204,16519.823788887254,188
15,9,9.058900000127323,0.8680999999342021,0.04440000020622392,0.06900000016685226,17279.115310605837,189
15,10,9.5737999999983,0.908399999843823,0.026599999728205148,0.07160000041039893,16512.549540487536,243
15,11,9.419200000138517,0.8939999997892301,0.03839999999399879,0.07039999991320656,16778.5234938886,174
20,0,17.254700000194134,1.583900000241556,0.05529999998543644,0.13930000022810418,12627.059787202386,398
20,1,17.446599999857426,2.8060999998160696,0.055699999848002335,0.10659999998097192,7127.329746377866,300
20,2,17.98559999997451,1.6609999997854175,0.05430000010164804,0.08729999990464421,12040.939194812629,295
20,3,16.83069999990039,1.6007999997782463,0.04929999977321131,0.11570000015126425,12493.753125169,359
20,4,16.71170000008715,1.6203000000132306,0.03169999990859651,0.09709999994811369,12343.393198689559,434
20,5,17.38790000035806,2.3285000002033485,0.05809999993289239,0.10269999984302558,8589.220527486963,274
20,6,17.718800000238843,1.7034000002240646,0.04820000003746827,0.11270000004515168,11741.22343393754,379
20,7,18.490900000415422,1.7262000001210254,0.05270000019663712,0.09989999989556964,11586.142972191972,384
20,8,18.138099999760016,1.6995999999380729,0.04949999993186793,0.11089999998148414,11767.47470035816,353
20,9,16.91900000014357,1.6133999997691717,0.05050000027040369,0.10999999994965037,12396.181977724922,353
20,10,16.84660000000804,1.6382999997404113,0.050999999984924216,0.1160000001618755,12207.776355471526,332
20,11,16.96150000043417,1.6307000000779226,0.05120000014358084,0.10530000008657225,12264.671612831487,386
30,0,41.26169999972262,4.0157000003091525,0.06200000007083872,0.18629999976838008,7470.677589882317,741
30,1,40.34159999991971,3.9684999997007253,0.06990000019868603,0.19110000039290753,7559.531309628922,806
30,2,41.39969999960158,4.184000000350352,0.07510000023103203,0.20769999991898658,7170.172083529617,766
30,3,39.436900000055175,4.102100000181963,0.07580000010420918,0.20300000005590846,7313.327319828684,701
30,4,40.022399999998015,4.36230000013893,0.0683999996908824,0.18070000032821554,6877.106113528314,922
30,5,40.105599999606056,3.8478999999824737,0.06419999999707215,0.16550000009374344,7796.460407010744,856
30,6,41.16100000010192,3.977399999712361,0.06660000008196221,0.16870000035851263,7542.6157796976795,798
30,7,40.078600000015285,3.707700000177283,0.06249999978535925,0.16269999969154014,8091.269519800834,798
30,8,41.1644000000706,4.343200000221259,0.24009999970076024,0.152900000102818,6907.349419430762,877
30,9,44.57379999985278,4.247200000008888,0.061100000039004954,0.1702000004115689,7063.4771143193675,762
30,10,40.20349999973405,3.8105000003270106,0.05920000012338278,0.1687999997557199,7872.982547546372,748
30,11,22.47880000004443,5.255300000044372,0.0648999998702493,0.1330000000052678,5708.522824528895,912
50,0,141.06059999994613,14.830699999947683,0.08879999995770049,0.34120000009352225,3371.385032410903,2031
50,1,152.09860000004483,14.798199999859207,0.08200000002034358,0.2820999998220941,3378.789312245794,2317
50,2,164.3637000001945,14.432899999974325,0.0832000000627886,0.33739999980753055,3464.307242486884,2088
50,3,146.17500000031214,14.052500000161672,0.0988000001598266,0.289000000066153,3558.0857498256364,2402
50,4,143.76279999987673,16.835400000218215,0.09100000033868128,0.2957000001515553,2969.932404299982,2227
50,5,143.3801999996831,13.646099999732542,0.08340000022144523,0.35149999985151226,3664.050534656787,2324
50,6,150.18049999980576,18.23019999983444,0.09950000003300374,0.30169999990903307,2742.701670878766,2120
50,7,162.18280000020968,14.732599999661034,0.08389999993596575,0.25439999990339857,3393.8340823174726,2454
50,8,147.5644000001921,14.951600000131293,0.09240000008503557,0.30900000001565786,3344.1237057947606,2188
50,9,143.05059999969671,13.715999999931228,0.07969999978740816,0.4911000000902277,3645.3776611439707,2589
50,10,136.027600000034,13.761500000327942,0.08789999992586672,0.4079000000274391,3633.3248554887537,1899
50,11,142.78809999996156,13.998099999753322,0.08299999990413198,0.2884000000449305,3571.91333115788,2445
100,0,1030.8267999998861,107.51669999990554,0.19949999978052801,1.0953999999401276,930.0880700401691,8619
100,1,1137.8402000000278,110.58200000024954,0.19580000025598565,1.1459000002105313,904.3063066301418,8070
100,2,1106.4791000003424,111.93380000031539,0.19470000006549526,1.7315999998572806,893.3851973194713,8824
100,3,1084.244299999682,116.42729999994117,0.220400000216614,1.300100000207749,858.9050849762085,8772
100,4,1134.2323999997461,115.12999999968088,0.17230000003110035,1.1713000003510388,868.5833405739354,8883
100,5,1072.693900000104,104.31939999989481,0.1750999999785563,1.0256000000481436,958.5944704446233,8007
100,6,1076.0831000002327,113.21769999995013,0.26840000009542564,1.5381000002889778,883.2541201600461,8339
100,7,1176.4407999999094,113.99689999961993,0.2283000003444613,1.3089999997646373,877.216836601113,8705
100,8,1052.3247000000993,106.64529999985461,0.21940000033282558,1.0148000001208857,937.6878305948441,8273
100,9,1065.2079999999842,110.13520000005883,0.18850000014936086,1.1028999997506617,907.9749253639761,8373
100,10,1105.4156000000148,112.47729999968215,0.23430000010193908,1.1497999998937303,889.0682831138602,8798
100,11,1167.4247999999352,118.94340000026205,0.21789999982502195,1.2563999998747022,840.736013934188,8722
