trial,strategy,M,ops_retained,auto_coverage,info_retention,tau_causal,tau_contested,semantic_validity,gini,time_ms
210007,vc,24,1.0,0.5416666666666667,0.5695488721804511,0,916,0.4,0.09126637554585153,0.04850000004807953
210007,crdt_pure,24,1.0,0.5416666666666666,0.6527255639097744,0,739,0.2,0.15493910690121787,0.025599999844416743
210007,crdt_lww,24,1.0,1.0,0.6165413533834587,23,793,0.6,0.11715686274509804,0.012299999980314169
210007,leader,24,0.375,1.0,0.9525375939849624,0,101,1.0,0.298019801980198,0.007199999799922807
210007,ranked_pairs,24,1.0,1.0,0.6964285714285714,0,646,0.4,0.13808049535603714,0.7174000002123648
210008,lww,24,1.0,1.0,0.7236544549977386,0,611,0.4,0.12160392798690671,0.01249999968422344
210008,vc,24,1.0,0.41666666666666663,0.5952057892356399,0,895,0.8,0.10044692737430168,0.04660000013245735
210008,crdt_pure,24,1.0,0.4166666666666667,0.7611940298507462,0,528,0.8,0.10606060606060606,0.023800000235496555
210008,crdt_lww,24,1.0,1.0,0.7236544549977386,0,611,0.4,0.12160392798690671,0.012599999990925426
210008,leader,24,0.25,1.0,0.9905020352781547,0,21,1.0,0.3,0.006299999768089037
210008,ranked_pairs,24,1.0,1.0,0.7869742198100407,0,471,0.8,0.1386411889596603,0.7650000002286106
210009,lww,24,1.0,1.0,0.7552724077328646,19,538,1.0,0.08276481149012567,0.012800000149582047
210009,vc,24,1.0,0.5416666666666667,0.6489455184534271,0,799,1.0,0.08598247809762202,0.046799999836366624
210009,crdt_pure,24,1.0,0.5416666666666666,0.7693321616871704,0,525,1.0,0.1281904761904762,0.025599999844416743
210009,crdt_lww,24,1.0,1.0,0.7552724077328646,19,538,1.0,0.08276481149012567,0.012199999673612183
210009,leader,24,0.3333333333333333,1.0,0.9775922671353251,0,51,1.0,0.3156862745098039,0.007000000096013537
210009,ranked_pairs,24,1.0,1.0,0.8084358523725834,0,436,1.0,0.22201834862385322,0.7946000000629283
210010,lww,24,1.0,1.0,0.6868982838007535,25,723,0.8333333333333334,0.15026737967914439,0.012800000149582047
210010,vc,24,1.0,0.5833333333333333,0.6437840100460444,0,851,0.6666666666666666,0.12115158636897767,0.04829999988942291
210010,crdt_pure,24,1.0,0.5833333333333334,0.7580577647551276,0,578,0.8333333333333334,0.14982698961937715,0.026400000024295878
210010,crdt_lww,24,1.0,1.0,0.6868982838007535,25,723,0.8333333333333334,0.15026737967914439,0.012399999832268804
210010,leader,24,0.375,1.0,0.9631645039765593,0,88,1.0,0.21363636363636362,0.006999999641266186
210010,ranked_pairs,24,1.0,1.0,0.7936375052323148,0,493,0.8333333333333334,0.181947261663286,0.8214999998017447
210011,lww,24,1.0,1.0,0.6760386067981536,8,764,0.8,0.08367875647668394,0.013099999705445953
210011,vc,24,1.0,0.5416666666666667,0.6609315988250105,0,808,1.0,0.16064356435643565,0.04619999981514411
210011,crdt_pure,24,1.0,0.5416666666666666,0.7352077213596306,0,631,0.8,0.10221870047543581,0.02519999998185085
210011,crdt_lww,24,1.0,1.0,0.6760386067981536,8,764,0.8,0.08367875647668394,0.01250000013897079
210011,leader,24,0.375,1.0,0.975660931598825,0,58,1.0,0.3413793103448276,0.007099999947968172
210011,ranked_pairs,24,1.0,1.0,0.7889215274863617,0,503,1.0,0.21053677932405568,0.8247999999184685
210012,lww,24,1.0,1.0,0.679253665037761,17,705,0.8571428571428571,0.09445983379501385,0.012700000297627412
210012,vc,24,1.0,0.45833333333333337,0.6952465570857397,0,686,1.0,0.08746355685131195,0.0463000001218461
210012,crdt_pure,24,1.0,0.4583333333333333,0.7685473123056419,0,521,0.8571428571428571,0.13416506717850288,0.02300000005561742
210012,crdt_lww,24,1.0,1.0,0.679253665037761,17,705,0.8571428571428571,0.09445983379501385,0.01250000013897079
210012,leader,24,0.375,1.0,0.9506885828520657,0,111,1.0,0.33603603603603605,0.006799999937356915
210012,ranked_pairs,24,1.0,1.0,0.7920924033762772,0,468,1.0,0.12222222222222222,1.0506000003260851
210013,lww,24,1.0,1.0,0.6653658536585365,15,671,0.8,0.14052478134110788,0.012900000001536682
210013,vc,24,1.0,0.5416666666666667,0.5809756097560976,0,859,0.6,0.12374854481955763,0.04579999995257822
210013,crdt_pure,24,1.0,0.5416666666666666,0.6917073170731707,0,632,0.8,0.16772151898734178,0.02229999972769292
210013,crdt_lww,24,1.0,1.0,0.6653658536585365,15,671,0.8,0.14052478134110788,0.012299999980314169
210013,leader,24,0.375,1.0,0.9492682926829268,0,104,1.0,0.3,0.007200000254670158
210013,ranked_pairs,24,1.0,1.0,0.7497560975609756,0,513,0.8,0.22007797270955165,0.7460000001628941
210014,lww,24,1.0,1.0,0.6404023470243085,37,821,1.0,0.07062937062937064,0.012599999990925426
210014,vc,24,1.0,0.8333333333333334,0.6248952221290863,0,895,1.0,0.11541899441340782,0.04269999999451102
210014,crdt_pure,24,1.0,0.8333333333333334,0.7196144174350377,0,669,1.0,0.07309417040358744,0.02029999996011611
210014,crdt_lww,24,1.0,1.0,0.6404023470243085,37,821,1.0,0.07062937062937064,0.012299999980314169
210014,leader,24,0.375,1.0,0.9622799664710813,0,90,1.0,0.32666666666666666,0.007099999947968172
210014,ranked_pairs,24,1.0,1.0,0.7682313495389774,0,553,1.0,0.13978300180831826,0.8206000002246583
