trial,strategy,M,ops_retained,auto_coverage,info_retention,tau_causal,tau_contested,semantic_validity,gini,time_ms
5,crdt_pure,24,1.0,0.75,0.6677536231884058,0,917,1.0,0.08189749182115594,0.020200001017656177
5,crdt_lww,24,1.0,1.0,0.6699275362318841,20,891,1.0,0.10878155872667399,0.012500000593718141
5,leader,24,0.4166666666666667,1.0,0.9329710144927537,0,185,1.0,0.20810810810810812,0.007700000423938036
5,ranked_pairs,24,1.0,1.0,0.7467391304347826,0,699,1.0,0.15436337625178828,0.8827999990899116
6,lww,24,1.0,1.0,0.6742753623188406,0,899,1.0,0.12580645161290321,0.01219999830937013
6,vc,24,1.0,0.5416666666666667,0.6278985507246377,0,1027,1.0,0.0807205452775073,0.04239999907440506
6,crdt_pure,24,1.0,0.5416666666666666,0.6916666666666667,0,851,1.0,0.13078730904817862,0.022799998987466097
6,crdt_lww,24,1.0,1.0,0.6742753623188406,0,899,1.0,0.12580645161290321,0.011500000255182385
6,leader,24,0.375,1.0,0.9771739130434782,0,63,1.0,0.32222222222222224,0.006999998731771484
6,ranked_pairs,24,1.0,1.0,0.7503623188405797,0,689,1.0,0.12351233671988389,0.87100000018836
7,lww,24,1.0,1.0,0.6467391304347826,30,945,0.8,0.0995897435897436,0.013500000932253897
7,vc,24,1.0,0.5416666666666667,0.6068840579710144,0,1085,0.6,0.08654377880184332,0.044699998397845775
7,crdt_pure,24,1.0,0.5416666666666666,0.6293478260869565,0,1023,0.4,0.12678396871945258,0.02519999907235615
7,crdt_lww,24,1.0,1.0,0.6467391304347826,30,945,0.8,0.0995897435897436,0.011699998140102252
7,leader,24,0.375,1.0,0.9514492753623188,0,134,1.0,0.2656716417910448,0.00670000008540228
7,ranked_pairs,24,1.0,1.0,0.730072463768116,0,745,0.8,0.17409395973154362,0.8448999979009386
8,lww,24,1.0,1.0,0.6938405797101449,0,845,0.4,0.1101775147928994,0.012900000001536682
8,vc,24,1.0,0.41666666666666663,0.6032608695652174,0,1095,0.8,0.10438356164383561,0.044600001274375245
8,crdt_pure,24,1.0,0.4166666666666667,0.6996376811594203,0,829,0.8,0.1255729794933655,0.02489999678800814
8,crdt_lww,24,1.0,1.0,0.6938405797101449,0,845,0.4,0.1101775147928994,0.012700002116616815
8,leader,24,0.25,1.0,0.9844202898550725,0,43,1.0,0.38372093023255816,0.00670000008540228
8,ranked_pairs,24,1.0,1.0,0.7307971014492753,0,743,1.0,0.10834454912516824,0.9126999975705985
9,lww,24,1.0,1.0,0.7257246376811595,20,737,1.0,0.09682959048877146,0.01710000287857838
9,vc,24,1.0,0.5416666666666667,0.6373188405797101,0,1001,1.0,0.0912087912087912,0.052600000344682485
9,crdt_pure,24,1.0,0.5416666666666666,0.730072463768116,0,745,1.0,0.08550335570469798,0.027399997634347528
9,crdt_lww,24,1.0,1.0,0.7257246376811595,20,737,1.0,0.09682959048877146,0.013700002455152571
9,leader,24,0.3333333333333333,1.0,0.9699275362318841,0,83,1.0,0.2325301204819277,0.008299997716676444
9,ranked_pairs,24,1.0,1.0,0.780072463768116,0,607,1.0,0.17084019769357495,0.9418000008736271
10,lww,24,1.0,1.0,0.6605072463768116,30,907,0.8333333333333334,0.08249733191035219,0.012900000001536682
10,vc,24,1.0,0.5833333333333333,0.6467391304347826,0,975,0.6666666666666666,0.09384615384615384,0.04650000118999742
10,crdt_pure,24,1.0,0.5833333333333334,0.7373188405797102,0,725,0.8333333333333334,0.11875862068965518,0.027899997803615406
10,crdt_lww,24,1.0,1.0,0.6605072463768116,30,907,0.8333333333333334,0.08249733191035219,0.020600000425474718
10,leader,24,0.375,1.0,0.9692028985507246,0,85,1.0,0.1988235294117647,0.009999999747378752
10,ranked_pairs,24,1.0,1.0,0.775,0,621,0.8333333333333334,0.1315619967793881,0.9194999984174501
11,lww,24,1.0,1.0,0.6659420289855073,10,912,0.8,0.0735357917570499,0.012500000593718141
11,vc,24,1.0,0.5416666666666667,0.6760869565217391,0,894,1.0,0.12774049217002237,0.04380000245873816
11,crdt_pure,24,1.0,0.5416666666666666,0.7289855072463768,0,748,0.8,0.12112299465240642,0.026100002287421376
11,crdt_lww,24,1.0,1.0,0.6659420289855073,10,912,0.8,0.0735357917570499,0.012299999070819467
11,leader,24,0.375,1.0,0.9782608695652174,0,60,1.0,0.2966666666666667,0.007000002369750291
11,ranked_pairs,24,1.0,1.0,0.7884057971014493,0,584,1.0,0.17157534246575343,0.9732999969855882
12,lww,24,1.0,1.0,0.6442028985507247,20,962,0.8571428571428571,0.10305498981670061,0.01309999788645655
12,vc,24,1.0,0.45833333333333337,0.677536231884058,0,890,1.0,0.08876404494382023,0.06759999814676121
12,crdt_pure,24,1.0,0.4583333333333333,0.7239130434782608,0,762,0.8571428571428571,0.13097112860892388,0.024100001610349864
12,crdt_lww,24,1.0,1.0,0.6442028985507247,20,962,0.8571428571428571,0.10305498981670061,0.012600001355167478
12,leader,24,0.375,1.0,0.9528985507246377,0,130,1.0,0.30615384615384617,0.00799999907030724
12,ranked_pairs,24,1.0,1.0,0.7514492753623189,0,686,0.8571428571428571,0.1326530612244898,0.8755999988352414
13,lww,24,1.0,1.0,0.6434782608695653,20,964,0.8,0.11910569105691057,0.014599998394260183
13,vc,24,1.0,0.5416666666666667,0.5920289855072464,0,1126,0.6,0.07122557726465364,0.05819999933009967
13,crdt_pure,24,1.0,0.5416666666666666,0.6521739130434783,0,960,0.8,0.15041666666666667,0.027999998565064743
13,crdt_lww,24,1.0,1.0,0.6434782608695653,20,964,0.8,0.11910569105691057,0.014799999917158857
13,leader,24,0.375,1.0,0.9434782608695652,0,156,1.0,0.26153846153846155,0.008300001354655251
13,ranked_pairs,24,1.0,1.0,0.722463768115942,0,766,0.8,0.1300261096605744,0.8687999979883898
14,lww,24,1.0,1.0,0.6231884057971014,40,1000,1.0,0.07,0.01889999839477241
14,vc,24,1.0,0.8333333333333334,0.6297101449275362,0,1022,1.0,0.09726027397260274,0.0608000009378884
14,crdt_pure,24,1.0,0.8333333333333334,0.7079710144927536,0,806,1.0,0.09751861042183622,0.02229999881819822
14,crdt_lww,24,1.0,1.0,0.6231884057971014,40,1000,1.0,0.07,0.014100001862971112
14,leader,24,0.375,1.0,0.9579710144927536,0,116,1.0,0.18620689655172415,0.009300001693191007
14,ranked_pairs,24,1.0,1.0,0.7594202898550725,0,664,1.0,0.08734939759036145,1.0012000020651612
