noncomm,trial,strategy,semantic_validity,auto_coverage,info_retention
0.0,13,vc,1.0,1.0,0.6394927536231885
0.0,13,crdt_pure,1.0,1.0,0.6996376811594203
0.0,13,crdt_lww,1.0,1.0,0.6003623188405798
0.0,13,leader,1.0,1.0,0.9840579710144928
0.0,13,ranked_pairs,1.0,1.0,0.7394927536231883
0.0,14,lww,1.0,1.0,0.5521739130434782
0.0,14,vc,1.0,1.0,0.6760869565217391
0.0,14,crdt_pure,1.0,1.0,0.6717391304347826
0.0,14,crdt_lww,1.0,1.0,0.5521739130434782
0.0,14,leader,1.0,1.0,0.9706521739130435
0.0,14,ranked_pairs,1.0,1.0,0.731159420289855
0.1,0,lww,1.0,1.0,0.6949275362318841
0.1,0,vc,1.0,1.0,0.6855072463768116
0.1,0,crdt_pure,1.0,1.0,0.7202898550724638
0.1,0,crdt_lww,1.0,1.0,0.6949275362318841
0.1,0,leader,1.0,1.0,0.9891304347826086
0.1,0,ranked_pairs,1.0,1.0,0.7702898550724637
0.1,1,lww,1.0,1.0,0.6268115942028986
0.1,1,vc,1.0,0.9166666666666666,0.644927536231884
0.1,1,crdt_pure,1.0,0.9166666666666666,0.644927536231884
0.1,1,crdt_lww,1.0,1.0,0.6268115942028986
0.1,1,leader,1.0,1.0,0.9677536231884059
0.1,1,ranked_pairs,1.0,1.0,0.7275362318840579
0.1,2,lww,1.0,1.0,0.6177536231884058
0.1,2,vc,1.0,1.0,0.6757246376811594
0.1,2,crdt_pure,1.0,1.0,0.6793478260869565
0.1,2,crdt_lww,1.0,1.0,0.6177536231884058
0.1,2,leader,1.0,1.0,0.9786231884057971
0.1,2,ranked_pairs,1.0,1.0,0.7445652173913043
0.1,3,lww,1.0,1.0,0.6721014492753623
0.1,3,vc,1.0,1.0,0.6583333333333333
0.1,3,crdt_pure,1.0,1.0,0.6851449275362319
0.1,3,crdt_lww,1.0,1.0,0.6721014492753623
0.1,3,leader,1.0,1.0,0.961231884057971
0.1,3,ranked_pairs,1.0,1.0,0.7431159420289855
0.1,4,lww,1.0,1.0,0.6086956521739131
0.1,4,vc,1.0,1.0,0.6304347826086957
0.1,4,crdt_pure,1.0,1.0,0.6797101449275362
0.1,4,crdt_lww,1.0,1.0,0.6086956521739131
0.1,4,leader,1.0,1.0,0.9644927536231884
0.1,4,ranked_pairs,1.0,1.0,0.7326086956521739
0.1,5,lww,1.0,1.0,0.6144927536231883
0.1,5,vc,1.0,1.0,0.6615942028985506
0.1,5,crdt_pure,1.0,1.0,0.6927536231884057
0.1,5,crdt_lww,1.0,1.0,0.6144927536231883
0.1,5,leader,1.0,1.0,0.9409420289855073
0.1,5,ranked_pairs,1.0,1.0,0.722463768115942
0.1,6,lww,1.0,1.0,0.6380434782608695
0.1,6,vc,1.0,1.0,0.6496376811594202
0.1,6,crdt_pure,1.0,1.0,0.6423913043478261
0.1,6,crdt_lww,1.0,1.0,0.6380434782608695
0.1,6,leader,1.0,1.0,0.9097826086956522
0.1,6,ranked_pairs,1.0,1.0,0.7170289855072464
0.1,7,lww,1.0,1.0,0.6322463768115942
0.1,7,vc,1.0,1.0,0.6605072463768116
0.1,7,crdt_pure,1.0,1.0,0.6742753623188406
0.1,7,crdt_lww,1.0,1.0,0.6322463768115942
0.1,7,leader,1.0,1.0,0.972463768115942
0.1,7,ranked_pairs,1.0,1.0,0.7336956521739131
0.1,8,lww,1.0,1.0,0.6829710144927537
0.1,8,vc,1.0,1.0,0.6481884057971015
0.1,8,crdt_pure,1.0,1.0,0.6800724637681159
0.1,8,crdt_lww,1.0,1.0,0.6829710144927537
0.1,8,leader,1.0,1.0,0.9702898550724638
0.1,8,ranked_pairs,1.0,1.0,0.7373188405797102
0.1,9,lww,1.0,1.0,0.5978260869565217
0.1,9,vc,1.0,1.0,0.6702898550724637
0.1,9,crdt_pure,1.0,1.0,0.6891304347826087
0.1,9,crdt_lww,1.0,1.0,0.5978260869565217
0.1,9,leader,1.0,1.0,0.9347826086956522
0.1,9,ranked_pairs,1.0,1.0,0.7659420289855072
0.1,10,lww,1.0,1.0,0.5811594202898551
0.1,10,vc,1.0,1.0,0.5398550724637681
0.1,10,crdt_pure,1.0,1.0,0.6471014492753624
0.1,10,crdt_lww,1.0,1.0,0.5811594202898551
0.1,10,leader,1.0,1.0,0.9297101449275362
0.1,10,ranked_pairs,1.0,1.0,0.6978260869565218
0.1,11,lww,1.0,1.0,0.5764492753623188
0.1,11,vc,1.0,1.0,0.5858695652173913
0.1,11,crdt_pure,1.0,1.0,0.6742753623188406
0.1,11,crdt_lww,1.0,1.0,0.5764492753623188
0.1,11,leader,1.0,1.0,0.9702898550724638
0.1,11,ranked_pairs,1.0,1.0,0.7423913043478261
0.1,12,lww,1.0,1.0,0.5735507246376812
0.1,12,vc,1.0,1.0,0.611231884057971
0.1,12,crdt_pure,1.0,1.0,0.633695652173913
0.1,12,crdt_lww,1.0,1.0,0.5735507246376812
0.1,12,leader,1.0,1.0,0.8655797101449275
0.1,12,ranked_pairs,1.0,1.0,0.7018115942028986
0.1,13,lww,1.0,1.0,0.6735507246376812
0.1,13,vc,1.0,1.0,0.6445652173913043
0.1,13,crdt_pure,1.0,1.0,0.7003623188405796
0.1,13,crdt_lww,1.0,1.0,0.6735507246376812
0.1,13,leader,1.0,1.0,0.988768115942029
0.1,13,ranked_pairs,1.0,1.0,0.7510869565217391
0.1,14,lww,1.0,1.0,0.6597826086956522
0.1,14,vc,1.0,1.0,0.6568840579710145
0.1,14,crdt_pure,1.0,1.0,0.692391304347826
0.1,14,crdt_lww,1.0,1.0,0.6597826086956522
0.1,14,leader,1.0,1.0,0.9847826086956522
0.1,14,ranked_pairs,1.0,1.0,0.7655797101449275
0.2,0,lww,1.0,1.0,0.6891304347826087
0.2,0,vc,0.5,0.8333333333333334,0.6601449275362319
0.2,0,crdt_pure,1.0,0.8333333333333334,0.6695652173913044
0.2,0,crdt_lww,1.0,1.0,0.6891304347826087
0.2,0,leader,0.5,1.0,0.9467391304347826
0.2,0,ranked_pairs,0.5,1.0,0.768840579710145
0.2,1,lww,1.0,1.0,0.7297101449275363
0.2,1,vc,1.0,1.0,0.6036231884057971
0.2,1,crdt_pure,1.0,1.0,0.7471014492753623
0.2,1,crdt_lww,1.0,1.0,0.7297101449275363
0.2,1,leader,1.0,1.0,0.9670289855072464
0.2,1,ranked_pairs,1.0,1.0,0.7681159420289855
0.2,2,lww,1.0,1.0,0.7206521739130435
0.2,2,vc,1.0,0.9166666666666666,0.6583333333333333
0.2,2,crdt_pure,1.0,0.9166666666666666,0.7003623188405796
0.2,2,crdt_lww,1.0,1.0,0.7206521739130435
0.2,2,leader,1.0,1.0,0.9289855072463769
0.2,2,ranked_pairs,1.0,1.0,0.7764492753623189
0.2,3,lww,0.5,1.0,0.5670289855072463
0.2,3,vc,0.5,0.7916666666666666,0.6634057971014493
0.2,3,crdt_pure,1.0,0.7916666666666666,0.6786231884057972
0.2,3,crdt_lww,0.5,1.0,0.5670289855072463
0.2,3,leader,1.0,1.0,0.9909420289855072
0.2,3,ranked_pairs,1.0,1.0,0.7619565217391304
0.2,4,lww,1.0,1.0,0.6768115942028985
0.2,4,vc,1.0,0.8333333333333334,0.5942028985507246
0.2,4,crdt_pure,1.0,0.8333333333333334,0.7152173913043478
0.2,4,crdt_lww,1.0,1.0,0.6768115942028985
0.2,4,leader,1.0,1.0,0.9365942028985508
0.2,4,ranked_pairs,1.0,1.0,0.7492753623188406
0.2,5,lww,1.0,1.0,0.6771739130434782
0.2,5,vc,1.0,1.0,0.6554347826086957
0.2,5,crdt_pure,1.0,1.0,0.7271739130434782
0.2,5,crdt_lww,1.0,1.0,0.6771739130434782
0.2,5,leader,1.0,1.0,0.9695652173913043
0.2,5,ranked_pairs,1.0,1.0,0.7692028985507247
0.2,6,lww,1.0,1.0,0.6876811594202898
0.2,6,vc,1.0,0.9166666666666666,0.6833333333333333
0.2,6,crdt_pure,1.0,0.9166666666666666,0.6956521739130435
0.2,6,crdt_lww,1.0,1.0,0.6876811594202898
0.2,6,leader,1.0,1.0,0.9931159420289855
0.2,6,ranked_pairs,1.0,1.0,0.7434782608695651
0.2,7,lww,1.0,1.0,0.6579710144927536
0.2,7,vc,1.0,0.9166666666666666,0.7050724637681159
0.2,7,crdt_pure,1.0,0.9166666666666666,0.7427536231884058
0.2,7,crdt_lww,1.0,1.0,0.6579710144927536
0.2,7,leader,1.0,1.0,0.975
0.2,7,ranked_pairs,1.0,1.0,0.7898550724637681
0.2,8,lww,1.0,1.0,0.6681159420289855
0.2,8,vc,1.0,0.9166666666666666,0.6217391304347826
0.2,8,crdt_pure,1.0,0.9166666666666666,0.7021739130434783
0.2,8,crdt_lww,1.0,1.0,0.6681159420289855
0.2,8,leader,1.0,1.0,0.9789855072463768
0.2,8,ranked_pairs,1.0,1.0,0.7579710144927536
0.2,9,lww,1.0,1.0,0.6764492753623188
0.2,9,vc,0.8,0.8333333333333334,0.6184782608695651
0.2,9,crdt_pure,0.8,0.8333333333333334,0.7192028985507246
0.2,9,crdt_lww,1.0,1.0,0.6764492753623188
0.2,9,leader,1.0,1.0,0.9931159420289855
0.2,9,ranked_pairs,0.8,1.0,0.7532608695652174
0.2,10,lww,0.6666666666666666,1.0,0.6452898550724637
0.2,10,vc,1.0,0.875,0.6293478260869565
0.2,10,crdt_pure,0.6666666666666666,0.875,0.711231884057971
0.2,10,crdt_lww,0.6666666666666666,1.0,0.6452898550724637
0.2,10,leader,1.0,1.0,0.9206521739130434
0.2,10,ranked_pairs,1.0,1.0,0.7373188405797102
0.2,11,lww,0.6666666666666666,1.0,0.7065217391304348
0.2,11,vc,1.0,0.875,0.6717391304347826
0.2,11,crdt_pure,1.0,0.875,0.7557971014492754
0.2,11,crdt_lww,0.6666666666666666,1.0,0.7065217391304348
0.2,11,leader,1.0,1.0,0.9442028985507246
0.2,11,ranked_pairs,1.0,1.0,0.7876811594202898
0.2,12,lww,1.0,1.0,0.6373188405797101
0.2,12,vc,1.0,1.0,0.5721014492753623
0.2,12,crdt_pure,1.0,1.0,0.6742753623188406
0.2,12,crdt_lww,1.0,1.0,0.6373188405797101
0.2,12,leader,1.0,1.0,0.9789855072463768
0.2,12,ranked_pairs,1.0,1.0,0.7460144927536232
0.2,13,lww,1.0,1.0,0.7018115942028986
0.2,13,vc,1.0,1.0,0.6605072463768116
0.2,13,crdt_pure,1.0,1.0,0.7206521739130435
0.2,13,crdt_lww,1.0,1.0,0.7018115942028986
0.2,13,leader,1.0,1.0,0.9666666666666667
0.2,13,ranked_pairs,1.0,1.0,0.7706521739130434
0.2,14,lww,1.0,1.0,0.663768115942029
0.2,14,vc,1.0,0.9166666666666666,0.7195652173913043
0.2,14,crdt_pure,1.0,0.9166666666666666,0.7282608695652174
0.2,14,crdt_lww,1.0,1.0,0.663768115942029
0.2,14,leader,1.0,1.0,0.9050724637681159
0.2,14,ranked_pairs,1.0,1.0,0.7768115942028986
0.3,0,lww,1.0,1.0,0.6358695652173914
0.3,0,vc,1.0,1.0,0.7126811594202899
0.3,0,crdt_pure,1.0,1.0,0.7119565217391304
0.3,0,crdt_lww,1.0,1.0,0.6358695652173914
0.3,0,leader,1.0,1.0,0.972463768115942
0.3,0,ranked_pairs,1.0,1.0,0.7605072463768117
0.3,1,lww,1.0,1.0,0.6130434782608696
0.3,1,vc,0.8,0.7083333333333333,0.5681159420289855
0.3,1,crdt_pure,1.0,0.7083333333333334,0.644927536231884
0.3,1,crdt_lww,1.0,1.0,0.6130434782608696
0.3,1,leader,1.0,1.0,0.9547101449275363
0.3,1,ranked_pairs,1.0,1.0,0.7159420289855072
0.3,2,lww,1.0,1.0,0.6949275362318841
0.3,2,vc,1.0,0.9166666666666666,0.6318840579710145
0.3,2,crdt_pure,1.0,0.9166666666666666,0.7065217391304348
0.3,2,crdt_lww,1.0,1.0,0.6949275362318841
0.3,2,leader,1.0,1.0,0.938768115942029
0.3,2,ranked_pairs,1.0,1.0,0.736231884057971
0.3,3,lww,1.0,1.0,0.6576086956521738
0.3,3,vc,0.75,0.7916666666666666,0.538768115942029
0.3,3,crdt_pure,0.75,0.7916666666666666,0.683695652173913
0.3,3,crdt_lww,1.0,1.0,0.6576086956521738
0.3,3,leader,1.0,1.0,0.9775362318840579
0.3,3,ranked_pairs,1.0,1.0,0.7293478260869566
0.3,4,lww,1.0,1.0,0.6318840579710145
0.3,4,vc,1.0,0.8333333333333334,0.65
0.3,4,crdt_pure,1.0,0.8333333333333334,0.6717391304347826
0.3,4,crdt_lww,1.0,1.0,0.6318840579710145
0.3,4,leader,1.0,1.0,0.9793478260869565
0.3,4,ranked_pairs,1.0,1.0,0.7456521739130435
0.3,5,lww,1.0,1.0,0.6673913043478261
0.3,5,vc,1.0,0.8333333333333334,0.6717391304347826
0.3,5,crdt_pure,1.0,0.8333333333333334,0.7405797101449275
0.3,5,crdt_lww,1.0,1.0,0.6673913043478261
0.3,5,leader,1.0,1.0,0.952536231884058
0.3,5,ranked_pairs,1.0,1.0,0.7855072463768116
0.3,6,lww,0.8333333333333334,1.0,0.606159420289855
0.3,6,vc,0.8333333333333334,0.8333333333333334,0.6489130434782608
0.3,6,crdt_pure,0.8333333333333334,0.8333333333333334,0.6445652173913043
0.3,6,crdt_lww,0.8333333333333334,1.0,0.606159420289855
0.3,6,leader,0.6666666666666666,1.0,0.9586956521739131
0.3,6,ranked_pairs,0.8333333333333334,1.0,0.7445652173913043
0.3,7,lww,1.0,1.0,0.636231884057971
0.3,7,vc,1.0,1.0,0.558695652173913
0.3,7,crdt_pure,1.0,1.0,0.6891304347826087
0.3,7,crdt_lww,1.0,1.0,0.636231884057971
0.3,7,leader,1.0,1.0,0.9391304347826087
0.3,7,ranked_pairs,1.0,1.0,0.7355072463768115
0.3,8,lww,1.0,1.0,0.6568840579710145
0.3,8,vc,0.6666666666666666,0.9166666666666666,0.6228260869565218
0.3,8,crdt_pure,1.0,0.9166666666666666,0.7054347826086956
0.3,8,crdt_lww,1.0,1.0,0.6568840579710145
0.3,8,leader,1.0,1.0,0.9829710144927536
0.3,8,ranked_pairs,1.0,1.0,0.747463768115942
0.3,9,lww,1.0,1.0,0.6271739130434782
0.3,9,vc,1.0,0.9166666666666666,0.6213768115942029
0.3,9,crdt_pure,1.0,0.9166666666666666,0.7003623188405796
0.3,9,crdt_lww,1.0,1.0,0.6271739130434782
0.3,9,leader,1.0,1.0,0.9268115942028985
0.3,9,ranked_pairs,1.0,1.0,0.7373188405797102
0.3,10,lww,0.6666666666666666,1.0,0.6543478260869565
0.3,10,vc,0.6666666666666666,0.9166666666666666,0.6253623188405797
0.3,10,crdt_pure,0.6666666666666666,0.9166666666666666,0.6717391304347826
0.3,10,crdt_lww,0.6666666666666666,1.0,0.6543478260869565
0.3,10,leader,1.0,1.0,0.9702898550724638
0.3,10,ranked_pairs,0.6666666666666666,1.0,0.7268115942028985
0.3,11,lww,0.6,1.0,0.6898550724637681
0.3,11,vc,0.6,0.6666666666666667,0.6797101449275362
0.3,11,crdt_pure,0.6,0.6666666666666666,0.7144927536231884
0.3,11,crdt_lww,0.6,1.0,0.6898550724637681
0.3,11,leader,1.0,1.0,0.9782608695652174
0.3,11,ranked_pairs,0.6,1.0,0.7507246376811594
0.3,12,lww,0.75,1.0,0.6105072463768115
0.3,12,vc,0.75,0.75,0.6076086956521739
0.3,12,crdt_pure,0.75,0.75,0.6771739130434782
0.3,12,crdt_lww,0.75,1.0,0.6105072463768115
0.3,12,leader,1.0,1.0,0.9460144927536231
0.3,12,ranked_pairs,1.0,1.0,0.7184782608695652
0.3,13,lww,0.6666666666666666,1.0,0.5880434782608696
0.3,13,vc,0.6666666666666666,0.875,0.6213768115942029
0.3,13,crdt_pure,1.0,0.875,0.6822463768115943
0.3,13,crdt_lww,0.6666666666666666,1.0,0.5880434782608696
0.3,13,leader,1.0,1.0,0.9721014492753624
0.3,13,ranked_pairs,1.0,1.0,0.7445652173913043
0.3,14,lww,0.8,1.0,0.6010869565217392
0.3,14,vc,0.4,0.5833333333333333,0.6445652173913043
0.3,14,crdt_pure,0.6,0.5833333333333334,0.6554347826086957
0.3,14,crdt_lww,0.8,1.0,0.6010869565217392
0.3,14,leader,1.0,1.0,0.9851449275362318
0.3,14,ranked_pairs,0.8,1.0,0.7293478260869566
0.4,0,lww,1.0,1.0,0.6405797101449275
0.4,0,vc,1.0,0.875,0.6710144927536232
0.4,0,crdt_pure,1.0,0.875,0.7318840579710144
0.4,0,crdt_lww,1.0,1.0,0.6405797101449275
0.4,0,leader,1.0,1.0,0.9778985507246377
0.4,0,ranked_pairs,1.0,1.0,0.7702898550724637
0.4,1,lww,1.0,1.0,0.6347826086956522
0.4,1,vc,1.0,0.875,0.5833333333333333
0.4,1,crdt_pure,1.0,0.875,0.6586956521739131
0.4,1,crdt_lww,1.0,1.0,0.6347826086956522
0.4,1,leader,1.0,1.0,0.9873188405797102
0.4,1,ranked_pairs,1.0,1.0,0.6971014492753623
0.4,2,lww,0.6666666666666666,1.0,0.6793478260869565
0.4,2,vc,0.6666666666666666,0.5416666666666667,0.6844202898550724
0.4,2,crdt_pure,0.6666666666666666,0.5416666666666666,0.7047101449275363
0.4,2,crdt_lww,0.6666666666666666,1.0,0.6793478260869565
0.4,2,leader,0.5,1.0,0.9242753623188406
0.4,2,ranked_pairs,0.6666666666666666,1.0,0.7684782608695653
0.4,3,lww,0.625,1.0,0.6307971014492754
0.4,3,vc,0.5,0.5,0.6257246376811594
0.4,3,crdt_pure,0.625,0.5,0.6467391304347826
0.4,3,crdt_lww,0.625,1.0,0.6307971014492754
0.4,3,leader,1.0,1.0,0.9409420289855073
0.4,3,ranked_pairs,0.625,1.0,0.7068840579710145
0.4,4,lww,1.0,1.0,0.5822463768115942
0.4,4,vc,1.0,0.7083333333333333,0.6097826086956522
0.4,4,crdt_pure,1.0,0.7083333333333334,0.7315217391304347
0.4,4,crdt_lww,1.0,1.0,0.5822463768115942
0.4,4,leader,0.0,1.0,0.9489130434782609
0.4,4,ranked_pairs,1.0,1.0,0.761231884057971
0.4,5,lww,0.8333333333333334,1.0,0.7242753623188406
0.4,5,vc,0.8333333333333334,0.75,0.6322463768115942
0.4,5,crdt_pure,0.8333333333333334,0.75,0.7568840579710145
0.4,5,crdt_lww,0.8333333333333334,1.0,0.7242753623188406
0.4,5,leader,1.0,1.0,0.9695652173913043
0.4,5,ranked_pairs,0.8333333333333334,1.0,0.775
0.4,6,lww,0.6666666666666666,1.0,0.5960144927536232
0.4,6,vc,0.6666666666666666,0.6666666666666667,0.5807971014492754
0.4,6,crdt_pure,0.6666666666666666,0.6666666666666666,0.6844202898550724
0.4,6,crdt_lww,0.6666666666666666,1.0,0.5960144927536232
0.4,6,leader,1.0,1.0,0.9586956521739131
0.4,6,ranked_pairs,1.0,1.0,0.7445652173913043
0.4,7,lww,1.0,1.0,0.6503623188405797
0.4,7,vc,0.8571428571428571,0.625,0.6380434782608695
0.4,7,crdt_pure,1.0,0.625,0.6757246376811594
0.4,7,crdt_lww,1.0,1.0,0.6503623188405797
0.4,7,leader,1.0,1.0,0.9699275362318841
0.4,7,ranked_pairs,1.0,1.0,0.7315217391304347
0.4,8,lww,1.0,1.0,0.6963768115942028
0.4,8,vc,1.0,0.8333333333333334,0.5847826086956522
0.4,8,crdt_pure,1.0,0.8333333333333334,0.7144927536231884
0.4,8,crdt_lww,1.0,1.0,0.6963768115942028
0.4,8,leader,1.0,1.0,0.8996376811594203
0.4,8,ranked_pairs,1.0,1.0,0.763768115942029
0.4,9,lww,1.0,1.0,0.6
0.4,9,vc,1.0,0.75,0.6289855072463768
0.4,9,crdt_pure,1.0,0.75,0.7
0.4,9,crdt_lww,1.0,1.0,0.6
0.4,9,leader,1.0,1.0,0.9699275362318841
0.4,9,ranked_pairs,1.0,1.0,0.7514492753623189
0.4,10,lww,0.8333333333333334,1.0,0.6543478260869565
0.4,10,vc,0.8333333333333334,0.8333333333333334,0.5782608695652174
0.4,10,crdt_pure,0.8333333333333334,0.8333333333333334,0.6963768115942028
0.4,10,crdt_lww,0.8333333333333334,1.0,0.6543478260869565
0.4,10,leader,0.6666666666666666,1.0,0.9514492753623188
0.4,10,ranked_pairs,0.8333333333333334,1.0,0.7434782608695651
0.4,11,lww,0.8,1.0,0.7010869565217391
0.4,11,vc,1.0,0.7916666666666666,0.6264492753623188
0.4,11,crdt_pure,1.0,0.7916666666666666,0.7119565217391304
0.4,11,crdt_lww,0.8,1.0,0.7010869565217391
0.4,11,leader,1.0,1.0,0.9652173913043478
0.4,11,ranked_pairs,1.0,1.0,0.747463768115942
0.4,12,lww,1.0,1.0,0.6376811594202898
0.4,12,vc,1.0,0.875,0.6978260869565218
0.4,12,crdt_pure,1.0,0.875,0.7217391304347827
0.4,12,crdt_lww,1.0,1.0,0.6376811594202898
0.4,12,leader,1.0,1.0,0.9746376811594203
0.4,12,ranked_pairs,1.0,1.0,0.786231884057971
0.4,13,lww,1.0,1.0,0.6460144927536232
0.4,13,vc,1.0,0.75,0.611231884057971
0.4,13,crdt_pure,1.0,0.75,0.6931159420289855
0.4,13,crdt_lww,1.0,1.0,0.6460144927536232
0.4,13,leader,1.0,1.0,0.9681159420289855
0.4,13,ranked_pairs,1.0,1.0,0.7344202898550725
0.4,14,lww,0.7142857142857143,1.0,0.636231884057971
0.4,14,vc,0.5714285714285714,0.7916666666666666,0.6289855072463768
0.4,14,crdt_pure,0.7142857142857143,0.7916666666666666,0.6797101449275362
0.4,14,crdt_lww,0.7142857142857143,1.0,0.636231884057971
0.4,14,leader,1.0,1.0,0.9833333333333333
0.4,14,ranked_pairs,0.5714285714285714,1.0,0.7369565217391305
0.5,0,lww,0.8,1.0,0.5445652173913044
0.5,0,vc,0.4,0.5833333333333333,0.6445652173913043
0.5,0,crdt_pure,0.6,0.5833333333333334,0.6358695652173914
0.5,0,crdt_lww,0.8,1.0,0.5445652173913044
0.5,0,leader,0.75,1.0,0.9456521739130435
0.5,0,ranked_pairs,0.6,1.0,0.7228260869565217
0.5,1,lww,0.8333333333333334,1.0,0.6605072463768116
0.5,1,vc,1.0,0.5,0.6358695652173914
0.5,1,crdt_pure,0.8333333333333334,0.5,0.7126811594202899
0.5,1,crdt_lww,0.8333333333333334,1.0,0.6605072463768116
0.5,1,leader,1.0,1.0,0.9601449275362319
0.5,1,ranked_pairs,0.8333333333333334,1.0,0.7634057971014493
0.5,2,lww,0.6666666666666666,1.0,0.6481884057971015
0.5,2,vc,0.6666666666666666,0.6666666666666667,0.6489130434782608
0.5,2,crdt_pure,0.6666666666666666,0.6666666666666666,0.7221014492753624
0.5,2,crdt_lww,0.6666666666666666,1.0,0.6481884057971015
0.5,2,leader,0.5,1.0,0.9637681159420289
0.5,2,ranked_pairs,1.0,1.0,0.7590579710144928
0.5,3,lww,0.3333333333333333,1.0,0.6347826086956522
0.5,3,vc,0.6666666666666666,0.5,0.6695652173913044
0.5,3,crdt_pure,0.3333333333333333,0.5,0.7188405797101449
0.5,3,crdt_lww,0.3333333333333333,1.0,0.6347826086956522
0.5,3,leader,1.0,1.0,0.9434782608695652
0.5,3,ranked_pairs,0.3333333333333333,1.0,0.7702898550724637
0.5,4,lww,1.0,1.0,0.6623188405797101
0.5,4,vc,0.75,0.5,0.6173913043478261
